account,risk_level,max_score,mean_score,total_transactions,suspicious_transactions,total_amount
C1088417975,elevated,0.5184702661194358,0.5184702661194358,1,0,163100.34
C781091365,elevated,0.5182081739767764,0.5182081739767764,1,0,11648.5
C1233327519,elevated,0.517810908608524,0.517810908608524,1,0,89038.75
C1323514615,elevated,0.5176371629992693,0.5176371629992693,1,0,173570.67
C1910896157,elevated,0.5167135029190517,0.5167135029190517,1,0,94296.25
C873309260,elevated,0.5161519970067305,0.5161519970067305,1,0,151829.91
C1601756706,elevated,0.5159733701941525,0.5159733701941525,1,0,256481.43
C1009916891,elevated,0.5157255678961918,0.5157255678961918,1,0,204691.97
C114414807,elevated,0.5150297649766826,0.5150297649766826,1,0,65025.3
C1777043124,elevated,0.5148400655345606,0.5148400655345606,1,0,271982.1
C2052457859,elevated,0.5145663292645273,0.5145663292645273,1,0,191702.06
C1443675930,elevated,0.5142575584660553,0.5142575584660553,1,0,88626.65
C403147759,elevated,0.5142575584660553,0.5142575584660553,1,0,88626.65
C2029372696,elevated,0.5136492260297778,0.5136492260297778,1,0,193605.38
C100445376,elevated,0.5134030345995028,0.5134030345995028,1,0,59390.46
C1041427071,elevated,0.513354806545754,0.513354806545754,1,0,362124.88
C329829198,elevated,0.513354806545754,0.513354806545754,1,0,362124.88
C888611662,elevated,0.5127359022047797,0.5127359022047797,1,0,169409.87
C1718906711,elevated,0.512274130688498,0.512274130688498,1,0,94253.33
C1671007220,elevated,0.5122672164207267,0.5122672164207267,1,0,53569.21
C293474277,elevated,0.512155581878911,0.512155581878911,1,0,94038.9
C105751207,elevated,0.5121425789559271,0.5121425789559271,1,0,197186.52
C1936375962,elevated,0.5121076513251903,0.5121076513251903,1,0,144659.77
C1324514662,elevated,0.5117022396499694,0.5117022396499694,1,0,132038.41
C923083575,elevated,0.5114144481411347,0.5114144481411347,1,0,3146.16
C1052768296,elevated,0.5111798731662998,0.5111798731662998,1,0,132574.0
C594651850,elevated,0.5110290885729989,0.5110290885729989,1,0,215338.28
C1423752095,elevated,0.5107708302833239,0.5107708302833239,1,0,183842.53
C657736958,elevated,0.5105287398479642,0.5105287398479642,1,0,96015.94
C821342630,elevated,0.5105287398479642,0.5105287398479642,1,0,96015.94
C78265654,elevated,0.5104445689263983,0.5104445689263983,1,0,94740.26
C1448277333,elevated,0.5096386150334613,0.5096386150334613,1,0,67200.07
C243745864,elevated,0.5096386150334613,0.5096386150334613,1,0,67200.07
C40875560,elevated,0.5084764241636613,0.5084764241636613,1,0,141111.15
C1161220051,elevated,0.5079877787176441,0.5079877787176441,1,0,571361.67
C158876320,elevated,0.5079877787176441,0.5079877787176441,1,0,571361.67
C168468389,elevated,0.507964818348102,0.507964818348102,1,0,47440.86
C200224114,elevated,0.507964818348102,0.507964818348102,1,0,47440.86
C2028036437,elevated,0.5078973417358756,0.5078973417358756,1,0,60503.37
C1673916398,elevated,0.5077366144417186,0.5077366144417186,1,0,171757.76
C977997405,elevated,0.5072137868515325,0.5072137868515325,1,0,151096.79
C1459693562,elevated,0.5072116071828163,0.5072116071828163,1,0,142406.28
C268998498,elevated,0.5072116071828163,0.5072116071828163,1,0,142406.28
C938463537,elevated,0.5071968018723468,0.5071968018723468,1,0,88834.86
C489411441,elevated,0.5070899427440604,0.5070899427440604,1,0,105979.34
C209381734,elevated,0.5068307275062193,0.5068307275062193,1,0,476994.4
C884262954,elevated,0.5068307275062193,0.5068307275062193,1,0,476994.4
C4073506,elevated,0.5060053345982355,0.5060053345982355,1,0,234268.82
C214187874,elevated,0.5059463926105298,0.5059463926105298,1,0,38366.56
C586831282,elevated,0.5059463926105298,0.5059463926105298,1,0,38366.56
C421191743,elevated,0.5057785353781872,0.5057785353781872,1,0,63830.49
C761863997,elevated,0.5055962804912368,0.5055962804912368,1,0,58408.09
C1626529981,elevated,0.5053322630735928,0.5053322630735928,1,0,289326.88
C24650043,elevated,0.5045429276848127,0.5045429276848127,1,0,176149.9
C244577237,elevated,0.5042562334887334,0.5042562334887334,1,0,141648.13
C146874094,elevated,0.5040693335501554,0.5040693335501554,1,0,64489.64
C493944943,elevated,0.5035899160450333,0.5035899160450333,1,0,66312.08
C1155769010,elevated,0.5029619384784517,0.5029619384784517,1,0,1341.58
C768216420,elevated,0.5026624932837753,0.5026624932837753,1,0,110414.71
C1060703587,elevated,0.5013009052799721,0.5013009052799721,1,0,118056.71
C510368405,elevated,0.5011830903817013,0.5011830903817013,1,0,112193.65
C841537936,elevated,0.501118115128776,0.501118115128776,1,0,130905.88
C1403716230,elevated,0.5010319791770007,0.5010319791770007,1,0,155122.86
C990679445,elevated,0.5008992510181883,0.5008992510181883,1,0,71991.42
C1533123860,elevated,0.5006376485008203,0.5006376485008203,1,0,136872.92
C116184677,elevated,0.500432509196274,0.500432509196274,1,0,53094.17
C859123506,elevated,0.5002771230248383,0.5002771230248383,1,0,236825.42
C195600860,low_risk,0.5987379473983648,0.4770951719491858,4,0,26517.440000000002
C557041912,low_risk,0.5965120089865121,0.47668591810075345,9,0,933077.0800000001
C846947180,low_risk,0.5954907044786952,0.4497377206193304,2,0,10997.2
C1321640594,low_risk,0.5946644202182485,0.37304257778722116,4,0,15921.970000000001
C242131142,low_risk,0.5733034695021357,0.4334620202309488,2,0,164863.75
C1826334428,low_risk,0.5665907087740257,0.4897048156664243,3,0,411171.0
C2096057945,low_risk,0.5635852352478075,0.3776870908731338,2,0,92776.81
C367746789,low_risk,0.5503447659510541,0.46463786999476886,3,0,131864.5
C488044861,low_risk,0.5444037625825974,0.4671345536968763,4,0,224554.07
C1330400026,low_risk,0.543510936438329,0.4217542035616104,4,0,111348.23
C1568059495,low_risk,0.5425363639928863,0.4570568258886331,7,0,251356.06
C2001112025,low_risk,0.522199660855645,0.42694696027714346,3,0,60252.729999999996
C1076835071,low_risk,0.5148400655345606,0.4467707819728733,3,0,562702.44
C98351968,low_risk,0.4996079514802516,0.4996079514802516,1,0,209370.56
C189963646,low_risk,0.499215396719609,0.47109675668909773,2,0,679865.74
C70089622,low_risk,0.499215396719609,0.499215396719609,1,0,600899.63
C905080434,low_risk,0.4984694361452876,0.4984694361452876,1,0,229133.94
C1389774257,low_risk,0.4983465970137436,0.4983465970137436,1,0,12401.9
C1093441885,low_risk,0.4979516908555356,0.4979516908555356,1,0,63557.19
C503595296,low_risk,0.49790867860519367,0.49790867860519367,1,0,156819.6
C1482344533,low_risk,0.49783964279917725,0.49783964279917725,1,0,154611.64
C1278616846,low_risk,0.4977236066043938,0.4977236066043938,1,0,117023.79
C859690270,low_risk,0.49750925922379147,0.49750925922379147,1,0,61159.51
C1046009438,low_risk,0.49749880485855946,0.49749880485855946,1,0,13576.03
C1788380050,low_risk,0.4970736746212674,0.4970736746212674,1,0,92553.64
C1890266440,low_risk,0.49676571975920675,0.49676571975920675,1,0,99109.77
C403547747,low_risk,0.4962927769830454,0.4962927769830454,1,0,112086.81
C422522663,low_risk,0.4953843423097743,0.4953843423097743,1,0,24105.5
C644345897,low_risk,0.4953843423097743,0.4953843423097743,1,0,24105.5
C516413619,low_risk,0.49450686390762644,0.49450686390762644,1,0,119537.32
C178393154,low_risk,0.4942614860230121,0.4942614860230121,1,0,207283.84
C350069300,low_risk,0.4939899178994428,0.4939899178994428,1,0,118235.16
C1970779713,low_risk,0.493585435040514,0.493585435040514,1,0,2875.66
M923013679,low_risk,0.493585435040514,0.493585435040514,1,0,2875.66
C651235118,low_risk,0.4935810527250649,0.4935810527250649,1,0,16472.92
M279781579,low_risk,0.4935810527250649,0.4935810527250649,1,0,16472.92
C1586470445,low_risk,0.4935667325162502,0.4935667325162502,1,0,161445.91
C1298380324,low_risk,0.49350689323572877,0.49350689323572877,1,0,107292.25
C295640874,low_risk,0.4933815824851403,0.4933815824851403,1,0,123797.1
C1620529408,low_risk,0.4932528214763837,0.4932528214763837,1,0,68912.23
C247162961,low_risk,0.49265757808163924,0.49265757808163924,1,0,83857.23
C2036775591,low_risk,0.4923894022929305,0.4923894022929305,1,0,136030.66
C487416600,low_risk,0.4923466671221708,0.4923466671221708,1,0,106267.21
C758572926,low_risk,0.4923466671221708,0.4923466671221708,1,0,106117.28
C632841653,low_risk,0.49172498503733714,0.49172498503733714,1,0,100939.43
C1058822905,low_risk,0.49167946902683857,0.49167946902683857,1,0,60758.42
C1394526584,low_risk,0.4911181392777876,0.4911181392777876,1,0,294939.52
C426405951,low_risk,0.4911181392777876,0.4911181392777876,1,0,294939.52
C480402503,low_risk,0.49088246619789444,0.49088246619789444,1,0,105759.12
C324112183,low_risk,0.49058153518495495,0.49058153518495495,1,0,81029.86
C599782425,low_risk,0.49055654120594616,0.49055654120594616,1,0,114712.48
C795594631,low_risk,0.49053498491839376,0.49053498491839376,1,0,107421.26
C1174586025,low_risk,0.4901010574829384,0.4901010574829384,1,0,73513.5
C1596009860,low_risk,0.48987756290501566,0.48987756290501566,1,0,118753.07
C1528834618,low_risk,0.4898116585620589,0.4898116585620589,1,0,82940.31
C172215878,low_risk,0.4896548665827487,0.4896548665827487,1,0,80311.89
C1966355106,low_risk,0.48938038985582294,0.48938038985582294,1,0,25793.74
C1751500625,low_risk,0.48896427201183235,0.48896427201183235,1,0,69708.79
C263053820,low_risk,0.4884393459239875,0.4884393459239875,1,0,75405.1
C678680178,low_risk,0.48838687360417826,0.48838687360417826,1,0,84051.0
C1221735562,low_risk,0.48823357296588055,0.48823357296588055,1,0,613578.07
C872592585,low_risk,0.48823357296588055,0.48823357296588055,1,0,613578.07
C1631227617,low_risk,0.48814475610551933,0.48814475610551933,1,0,78292.91
C1949126165,low_risk,0.48808627129832194,0.48808627129832194,1,0,30308.45
C310212872,low_risk,0.488007196555822,0.488007196555822,1,0,106705.8
C99770475,low_risk,0.48784390845421666,0.48784390845421666,1,0,114499.14
C1086849943,low_risk,0.48762100514788925,0.48762100514788925,1,0,147804.02
C237484673,low_risk,0.4875820128161694,0.4875820128161694,1,0,151768.14
C144699438,low_risk,0.48734544319431317,0.48734544319431317,1,0,82054.36
C785306763,low_risk,0.48733997785711347,0.48733997785711347,1,0,36349.35
M1204088028,low_risk,0.48733997785711347,0.48733997785711347,1,0,36349.35
C1532139270,low_risk,0.48708493379517687,0.48708493379517687,1,0,65521.42
C1523084197,low_risk,0.48676448516840476,0.48676448516840476,1,0,107308.84
C553759818,low_risk,0.4867275255450815,0.4867275255450815,1,0,32702.61
C690822257,low_risk,0.48651169259321814,0.48651169259321814,1,0,108600.78
C407997647,low_risk,0.4863285422475988,0.4863285422475988,1,0,32635.14
C797416363,low_risk,0.4863285422475988,0.4863285422475988,1,0,32101.86
C821405322,low_risk,0.4863285422475988,0.4863285422475988,1,0,32643.79
M428996455,low_risk,0.4863285422475988,0.4863285422475988,1,0,32635.14
M491152599,low_risk,0.4863285422475988,0.4863285422475988,1,0,32101.86
M505231702,low_risk,0.4863285422475988,0.4863285422475988,1,0,32643.79
C2018260103,low_risk,0.48629641351252806,0.48629641351252806,1,0,89962.11
C727250772,low_risk,0.4858557070992826,0.4858557070992826,1,0,76635.24
C721748895,low_risk,0.4857869395479775,0.4854542940832852,2,0,67013.06
C990684641,low_risk,0.4857869395479775,0.4857869395479775,1,0,33349.84
C1233595751,low_risk,0.48515894344710964,0.48515894344710964,1,0,53631.83
C843686350,low_risk,0.48512164861859286,0.48512164861859286,1,0,33663.22
C385784873,low_risk,0.4851110559232511,0.4851110559232511,1,0,633.75
M1050149826,low_risk,0.4851110559232511,0.4851110559232511,1,0,633.75
C1925059423,low_risk,0.48479162652013735,0.48479162652013735,1,0,60850.8
C25936709,low_risk,0.4846900489241773,0.4846900489241773,1,0,19162.08
C102318785,low_risk,0.4843493829416228,0.4843493829416228,1,0,60360.45
C1232433403,low_risk,0.484345233616328,0.484345233616328,1,0,49177.38
C1800649922,low_risk,0.48431635517704286,0.48431635517704286,1,0,57279.11
C1401316767,low_risk,0.4841949575206497,0.4841949575206497,1,0,139247.62
C2114687352,low_risk,0.4841949575206497,0.4841949575206497,1,0,139247.62
C2015301874,low_risk,0.4841533765924168,0.4841533765924168,1,0,102153.86
C2082351661,low_risk,0.48397953405464855,0.48397953405464855,1,0,71532.24
C1393828949,low_risk,0.4837583129085785,0.4837583129085785,1,0,101940.14
C407148497,low_risk,0.4837489789978464,0.4837489789978464,1,0,113283.13
C1407324654,low_risk,0.483662033971065,0.483662033971065,1,0,41924.75
C1141113940,low_risk,0.4834162307783608,0.4834162307783608,1,0,57794.61
C1560670039,low_risk,0.4832807627533309,0.4832807627533309,1,0,28147.47
C809822663,low_risk,0.4832807627533309,0.4832807627533309,1,0,27845.63
C867093003,low_risk,0.4832807627533309,0.4832807627533309,1,0,28527.44
M1104654975,low_risk,0.4832807627533309,0.4832807627533309,1,0,27845.63
M1135278099,low_risk,0.4832807627533309,0.4832807627533309,1,0,28527.44
M557705922,low_risk,0.4832807627533309,0.4832807627533309,1,0,28147.47
C1251967187,low_risk,0.4827327395899788,0.4827327395899788,1,0,46261.02
C1540832538,low_risk,0.4825406492023141,0.4825406492023141,1,0,38167.0
C1570470538,low_risk,0.48219116984834587,0.48219116984834587,1,0,56953.9
C9844218,low_risk,0.4820188464073252,0.4820188464073252,1,0,96178.8
C452457802,low_risk,0.4819536984768764,0.4819536984768764,1,0,124832.65
C177104018,low_risk,0.4817850477967579,0.4817850477967579,1,0,145944.67
C2026371507,low_risk,0.481109532011933,0.481109532011933,1,0,12939.66
C1795468466,low_risk,0.4809503597274927,0.4809503597274927,1,0,54684.17
C1890287843,low_risk,0.4808125986750931,0.4808125986750931,1,0,593.4
C1373861264,low_risk,0.48070958748255255,0.48070958748255255,1,0,57643.24
C2092709730,low_risk,0.48067383639622724,0.48067383639622724,1,0,139054.95
C1470868839,low_risk,0.4798062145952098,0.4798062145952098,1,0,7413.54
M1426725223,low_risk,0.4798062145952098,0.4798062145952098,1,0,7413.54
C123674777,low_risk,0.4794108029335151,0.4794108029335151,1,0,32282.57
C1247866422,low_risk,0.47924612647548154,0.47924612647548154,1,0,94527.39
C655381473,low_risk,0.47924612647548154,0.367537775386294,3,0,106491.53
C1778300121,low_risk,0.4791674242855234,0.47354368748205333,2,0,746386.8600000001
C925494289,low_risk,0.4791674242855234,0.4791674242855234,1,0,392546.09
C99042020,low_risk,0.4787297339394409,0.4787297339394409,1,0,25642.6
M391827378,low_risk,0.4787297339394409,0.4787297339394409,1,0,25642.6
C479734028,low_risk,0.4786734562179245,0.4786734562179245,1,0,27320.2
C375074687,low_risk,0.4786568041339187,0.4786568041339187,1,0,33269.25
C1492219097,low_risk,0.47865077317762106,0.47865077317762106,1,0,36448.64
C768776793,low_risk,0.4784658058698972,0.4784658058698972,1,0,10782.94
C1721576219,low_risk,0.4779630536459792,0.4779630536459792,1,0,24659.46
M1914615775,low_risk,0.4779630536459792,0.4779630536459792,1,0,24659.46
C1429616542,low_risk,0.47764511692417466,0.47764511692417466,1,0,51749.94
C176851829,low_risk,0.47753065484103996,0.47753065484103996,1,0,9320.15
C1713546896,low_risk,0.4774878106864141,0.4774878106864141,1,0,55855.58
C1251897263,low_risk,0.4773464963738527,0.4773464963738527,1,0,25554.79
M748006558,low_risk,0.4773464963738527,0.4773464963738527,1,0,25554.79
C1065997164,low_risk,0.47673013201104025,0.47673013201104025,1,0,312817.97
C1106860280,low_risk,0.47673013201104025,0.47673013201104025,1,0,312817.97
C1365711624,low_risk,0.4766160709814454,0.4766160709814454,1,0,28301.88
M22040992,low_risk,0.4766160709814454,0.4766160709814454,1,0,28301.88
C1312843412,low_risk,0.476121037874706,0.476121037874706,1,0,69490.69
C1238616099,low_risk,0.47609774575778663,0.47609774575778663,1,0,24213.67
M70695990,low_risk,0.47609774575778663,0.47609774575778663,1,0,24213.67
C1317375498,low_risk,0.47517644516344637,0.47517644516344637,1,0,3428.95
C234223040,low_risk,0.47431173087211664,0.47431173087211664,1,0,23069.76
M814377348,low_risk,0.47431173087211664,0.47431173087211664,1,0,23069.76
C69062746,low_risk,0.4739126313364399,0.4739126313364399,1,0,14121.82
C1491522744,low_risk,0.47374796388510515,0.47374796388510515,1,0,38428.19
C649769713,low_risk,0.47352247394018454,0.47352247394018454,1,0,9536.54
C1306085976,low_risk,0.47338647112160204,0.47338647112160204,1,0,20986.8
C925150995,low_risk,0.47312287782463447,0.47312287782463447,1,0,29784.06
C970781872,low_risk,0.47304933658264736,0.47304933658264736,1,0,21008.52
M1850597787,low_risk,0.47304933658264736,0.47304933658264736,1,0,21008.52
C1107404311,low_risk,0.47284808198076667,0.47284808198076667,1,0,21820.68
C1193398802,low_risk,0.47284808198076667,0.47284808198076667,1,0,22276.0
C1329897103,low_risk,0.47284808198076667,0.47284808198076667,1,0,21902.51
C1532800776,low_risk,0.47284808198076667,0.47284808198076667,1,0,21840.26
C258737099,low_risk,0.47284808198076667,0.47284808198076667,1,0,22043.92
M1091736037,low_risk,0.47284808198076667,0.47284808198076667,1,0,21902.51
M1182758821,low_risk,0.47284808198076667,0.47284808198076667,1,0,21820.68
M1190566357,low_risk,0.47284808198076667,0.47284808198076667,1,0,22043.92
M453398853,low_risk,0.47284808198076667,0.47284808198076667,1,0,22276.0
M600657906,low_risk,0.47284808198076667,0.47284808198076667,1,0,21840.26
C1985938863,low_risk,0.4727504964137419,0.4727504964137419,1,0,40684.97
C141110631,low_risk,0.47257110944805714,0.47257110944805714,1,0,47913.58
C1951500432,low_risk,0.47222775343168616,0.47222775343168616,1,0,20007.91
C761680655,low_risk,0.47222775343168616,0.47222775343168616,1,0,20135.64
M1280443567,low_risk,0.47222775343168616,0.47222775343168616,1,0,20007.91
M488669101,low_risk,0.47222775343168616,0.47222775343168616,1,0,20135.64
C1112456099,low_risk,0.4720028117581479,0.4720028117581479,1,0,26004.52
C429058804,low_risk,0.4719284806675583,0.4719284806675583,1,0,20560.86
M259319861,low_risk,0.4719284806675583,0.4719284806675583,1,0,20560.86
C665749419,low_risk,0.47135075693671724,0.47135075693671724,1,0,331517.72
C824197891,low_risk,0.47135075693671724,0.4334078694062097,2,0,569006.83
C1658785779,low_risk,0.47107121473715163,0.47107121473715163,1,0,19572.25
C1724814719,low_risk,0.47107121473715163,0.47107121473715163,1,0,19561.05
M1437988306,low_risk,0.47107121473715163,0.47107121473715163,1,0,19561.05
M1627496281,low_risk,0.47107121473715163,0.47107121473715163,1,0,19572.25
C1928174253,low_risk,0.47074281594509243,0.47074281594509243,1,0,18832.61
C295055909,low_risk,0.47074281594509243,0.47074281594509243,1,0,18625.28
M1060935276,low_risk,0.47074281594509243,0.47074281594509243,1,0,18625.28
M1183905155,low_risk,0.47074281594509243,0.47074281594509243,1,0,18832.61
C1280641161,low_risk,0.47056246079513664,0.47056246079513664,1,0,34729.64
C877363600,low_risk,0.47049544247430186,0.47049544247430186,1,0,19316.5
M1778877569,low_risk,0.47049544247430186,0.47049544247430186,1,0,19316.5
C2091072548,low_risk,0.47006791950870985,0.47006791950870985,1,0,28404.6
C824208363,low_risk,0.46976567668106706,0.3592854577126336,3,0,25180.18
C929706284,low_risk,0.46976567668106706,0.46976567668106706,1,0,17851.54
C1061018585,low_risk,0.4696806295668422,0.4696806295668422,1,0,18389.77
M348148678,low_risk,0.4696806295668422,0.4696806295668422,1,0,18389.77
C465152579,low_risk,0.4694040712220523,0.4694040712220523,1,0,18187.81
M1108066952,low_risk,0.4694040712220523,0.4694040712220523,1,0,18187.81
C1533672820,low_risk,0.46939113520951975,0.46939113520951975,1,0,17457.7
C1659435106,low_risk,0.46939113520951975,0.46939113520951975,1,0,17389.94
C989033734,low_risk,0.46939113520951975,0.46939113520951975,1,0,17396.31
M1315795813,low_risk,0.46939113520951975,0.46939113520951975,1,0,17396.31
M254955665,low_risk,0.46939113520951975,0.46939113520951975,1,0,17457.7
M653515020,low_risk,0.46939113520951975,0.46939113520951975,1,0,17389.94
C597190999,low_risk,0.4692546736866062,0.4692546736866062,1,0,25674.03
C747870628,low_risk,0.4692546736866062,0.4692546736866062,1,0,25674.03
C1541046463,low_risk,0.46918377489619933,0.46918377489619933,1,0,34629.16
C413373997,low_risk,0.468709845723137,0.468709845723137,1,0,26051.33
C893640573,low_risk,0.46870012566595254,0.46870012566595254,1,0,18781.84
M2085886997,low_risk,0.46870012566595254,0.46870012566595254,1,0,18781.84
C1711185459,low_risk,0.46810870427053314,0.46810870427053314,1,0,15918.79
C138933223,low_risk,0.4679745701470124,0.4679745701470124,1,0,16859.52
M1774897456,low_risk,0.4679745701470124,0.4679745701470124,1,0,16859.52
C1214817879,low_risk,0.46791995067858333,0.46791995067858333,1,0,353840.77
C622820646,low_risk,0.4676409059620993,0.4676409059620993,1,0,17994.24
M2008159348,low_risk,0.4676409059620993,0.4676409059620993,1,0,17994.24
C259251414,low_risk,0.4675183712621669,0.4675183712621669,1,0,21530.96
M1552400354,low_risk,0.4675183712621669,0.4675183712621669,1,0,21530.96
C1721319563,low_risk,0.46744750459556456,0.46744750459556456,1,0,225003.98
C408304912,low_risk,0.46744750459556456,0.46744750459556456,1,0,225003.98
C1171255580,low_risk,0.4672973442166806,0.4672973442166806,1,0,16505.51
C1747371038,low_risk,0.4672973442166806,0.4672973442166806,1,0,16749.98
M34073107,low_risk,0.4672973442166806,0.4672973442166806,1,0,16505.51
M50345623,low_risk,0.4672973442166806,0.4672973442166806,1,0,16749.98
C1874451126,low_risk,0.4671437334207936,0.4671437334207936,1,0,3047.66
C748178358,low_risk,0.4671437334207936,0.4671437334207936,1,0,3047.66
C1971283804,low_risk,0.46704827755597617,0.46704827755597617,1,0,16265.77
M639105046,low_risk,0.46704827755597617,0.46704827755597617,1,0,16265.77
C1653844940,low_risk,0.4666691339239044,0.4666691339239044,1,0,6039.61
C1893563925,low_risk,0.4666691339239044,0.4666691339239044,1,0,6039.61
C357653585,low_risk,0.46526140819625217,0.46526140819625217,1,0,18792.11
M916958177,low_risk,0.46526140819625217,0.46526140819625217,1,0,18792.11
C1888924788,low_risk,0.465240764651499,0.465240764651499,1,0,15785.85
M1041547629,low_risk,0.465240764651499,0.465240764651499,1,0,15785.85
C1574615832,low_risk,0.4651399048071217,0.4651399048071217,1,0,1234.0
C1983025922,low_risk,0.4651399048071217,0.3188556156519481,2,0,36297.63
C183259297,low_risk,0.46497001239766983,0.46497001239766983,1,0,4682.74
C2072313080,low_risk,0.46404812013320945,0.46404812013320945,1,0,23261.3
C185164978,low_risk,0.46397023326095654,0.46397023326095654,1,0,15640.06
M1223144402,low_risk,0.46397023326095654,0.46397023326095654,1,0,15640.06
C1254526270,low_risk,0.4637977056340583,0.37890618756973526,2,0,14374.45
C2142893855,low_risk,0.4637977056340583,0.4637977056340583,1,0,9864.23
C1122805102,low_risk,0.4637527308646099,0.3565209136944721,3,0,13139.23
C42820240,low_risk,0.4637527308646099,0.4637527308646099,1,0,5223.97
C836969741,low_risk,0.4637251505210558,0.4637251505210558,1,0,15448.0
M436094532,low_risk,0.4637251505210558,0.4637251505210558,1,0,15448.0
C1572127577,low_risk,0.463602417398427,0.463602417398427,1,0,19741.22
M546796969,low_risk,0.463602417398427,0.463602417398427,1,0,19741.22
C2054757222,low_risk,0.46360129082987744,0.46360129082987744,1,0,18437.04
M1865201235,low_risk,0.46360129082987744,0.46360129082987744,1,0,18437.04
C1527882132,low_risk,0.4632225310110176,0.4632225310110176,1,0,14895.51
C1545666472,low_risk,0.4632225310110176,0.4632225310110176,1,0,15028.75
M2146303527,low_risk,0.4632225310110176,0.4632225310110176,1,0,15028.75
M935160003,low_risk,0.4632225310110176,0.4632225310110176,1,0,14895.51
C1907467420,low_risk,0.4621478074009757,0.4621478074009757,1,0,14711.9
M1944138464,low_risk,0.4621478074009757,0.4621478074009757,1,0,14711.9
C1726616678,low_risk,0.4618688668804487,0.4618688668804487,1,0,13252.81
C2095677157,low_risk,0.4618688668804487,0.4618688668804487,1,0,13310.78
M23076423,low_risk,0.4618688668804487,0.4618688668804487,1,0,13252.81
M852026681,low_risk,0.4618688668804487,0.4618688668804487,1,0,13310.78
C2090401340,low_risk,0.46181650854273915,0.46181650854273915,1,0,304875.06
C1650955365,low_risk,0.4613341057500554,0.4613341057500554,1,0,9104.26
C990355670,low_risk,0.4613341057500554,0.3098365646200798,2,0,14237.45
C1031586763,low_risk,0.4612674866381081,0.4612674866381081,1,0,14432.6
C1215951090,low_risk,0.4612674866381081,0.4612674866381081,1,0,14306.8
C1497558532,low_risk,0.4612674866381081,0.4612674866381081,1,0,14403.17
C1561745898,low_risk,0.4612674866381081,0.4612674866381081,1,0,14420.66
M1205559205,low_risk,0.4612674866381081,0.4612674866381081,1,0,14306.8
M1584833211,low_risk,0.4612674866381081,0.4612674866381081,1,0,14403.17
M2033268925,low_risk,0.4612674866381081,0.4612674866381081,1,0,14420.66
M56510351,low_risk,0.4612674866381081,0.4612674866381081,1,0,14432.6
C1637601612,low_risk,0.46105953381225956,0.46105953381225956,1,0,13525.15
C1735330400,low_risk,0.46105953381225956,0.46105953381225956,1,0,14054.64
C275056979,low_risk,0.46105953381225956,0.46105953381225956,1,0,13527.16
C52913970,low_risk,0.46105953381225956,0.46105953381225956,1,0,13679.84
C664091267,low_risk,0.46105953381225956,0.46105953381225956,1,0,13465.91
M1059634518,low_risk,0.46105953381225956,0.46105953381225956,1,0,13679.84
M106557175,low_risk,0.46105953381225956,0.46105953381225956,1,0,13527.16
M1433208870,low_risk,0.46105953381225956,0.46105953381225956,1,0,13465.91
M1561347421,low_risk,0.46105953381225956,0.46105953381225956,1,0,14054.64
M842957574,low_risk,0.46105953381225956,0.46105953381225956,1,0,13525.15
C1809129176,low_risk,0.4607491818578532,0.4607491818578532,1,0,12960.72
M1642308093,low_risk,0.4607491818578532,0.4607491818578532,1,0,12960.72
C205278236,low_risk,0.4605714199016001,0.4605714199016001,1,0,14204.94
M399653041,low_risk,0.4605714199016001,0.4605714199016001,1,0,14204.94
C1483145520,low_risk,0.4602699141684933,0.4602699141684933,1,0,19375.5
M1961129028,low_risk,0.4602699141684933,0.4602699141684933,1,0,19375.5
C1103666479,low_risk,0.46017401549392845,0.46017401549392845,1,0,4448.53
M68217166,low_risk,0.46017401549392845,0.46017401549392845,1,0,4448.53
C1547398254,low_risk,0.4601695176191024,0.4601695176191024,1,0,12666.68
M1337829755,low_risk,0.4601695176191024,0.4601695176191024,1,0,12666.68
C1011481270,low_risk,0.45935871860230043,0.45935871860230043,1,0,12123.91
C1402531280,low_risk,0.45935871860230043,0.45935871860230043,1,0,12178.51
C1438000681,low_risk,0.45935871860230043,0.45935871860230043,1,0,12445.65
C1697281847,low_risk,0.45935871860230043,0.45935871860230043,1,0,11938.61
C247795540,low_risk,0.45935871860230043,0.45935871860230043,1,0,12491.01
C351656492,low_risk,0.45935871860230043,0.45935871860230043,1,0,11889.61
C371976476,low_risk,0.45935871860230043,0.45935871860230043,1,0,11881.78
M1365197105,low_risk,0.45935871860230043,0.45935871860230043,1,0,12123.91
M1535026957,low_risk,0.45935871860230043,0.45935871860230043,1,0,11938.61
M173259631,low_risk,0.45935871860230043,0.45935871860230043,1,0,12445.65
M190628410,low_risk,0.45935871860230043,0.45935871860230043,1,0,12178.51
M200744172,low_risk,0.45935871860230043,0.45935871860230043,1,0,12491.01
M316335490,low_risk,0.45935871860230043,0.45935871860230043,1,0,11889.61
M612937843,low_risk,0.45935871860230043,0.45935871860230043,1,0,11881.78
C143295000,low_risk,0.4585900513495469,0.4585900513495469,1,0,1012.84
M1353838640,low_risk,0.4585900513495469,0.4585900513495469,1,0,1012.84
C159917166,low_risk,0.45835154044106835,0.45835154044106835,1,0,14546.65
M1649498695,low_risk,0.45835154044106835,0.45835154044106835,1,0,14546.65
C1498016680,low_risk,0.4582858536770319,0.4582858536770319,1,0,12271.39
